SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDRETH1,RIDRETH3,RIDEXMON,DMQMILIZ,DMDBORN4,DMDCITZN,DMDEDUC2,DMDMARTL,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
69740,7,2,2,66,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,95538.505899,97099.44822,2,95,14.0,14.0,5.0,2,2,0,0,2,2,66,1.0,5.0,1.0,5.0
69741,7,2,1,10,1,1,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,17882.621856,17720.218058000002,3,92,3.0,3.0,0.51,5,5,1,2,0,2,34,2.0,1.0,6.0,
69742,7,2,1,4,5,6,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,6138.820061,6885.3583480000025,1,99,10.0,10.0,4.76,2,2,1,0,0,2,36,2.0,5.0,3.0,
69743,7,2,1,46,3,3,1.0,1.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,28813.038041000003,29276.135188999997,1,94,7.0,7.0,1.65,5,4,0,0,0,1,46,1.0,4.0,1.0,4.0
69744,7,1,1,12,4,4,,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,13416.172328,0.0,1,96,14.0,14.0,2.96,5,5,0,3,0,1,46,,,1.0,5.0
69745,7,2,2,50,3,3,1.0,2.0,1,1.0,3.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,27005.036261,27122.782392,1,102,1.0,1.0,0.0,3,1,0,0,1,2,50,1.0,3.0,3.0,
69746,7,2,2,43,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,115926.40258499999,118970.086068,1,101,15.0,15.0,5.0,4,4,0,2,0,1,43,1.0,4.0,1.0,5.0
69747,7,2,2,34,4,4,2.0,2.0,1,1.0,5.0,3.0,1,2.0,2,,,,1.0,2.0,2.0,1.0,21229.081866999997,21886.919672,3,90,5.0,5.0,0.87,4,4,0,0,0,2,43,2.0,3.0,5.0,
69748,7,2,2,50,3,3,2.0,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,160743.92882899998,162404.084268,1,95,7.0,7.0,2.86,2,2,0,0,0,2,50,1.0,3.0,1.0,3.0
69749,7,2,1,12,2,2,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16033.31661,17623.465787,2,90,5.0,5.0,0.76,5,5,0,4,0,2,32,1.0,2.0,3.0,
69750,7,2,1,44,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,79677.82355599999,83116.431703,1,99,15.0,15.0,4.47,4,4,0,2,0,2,43,1.0,5.0,1.0,5.0
69751,7,2,2,0,1,1,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,6787.1122049999985,6644.319314,2,94,8.0,8.0,2.43,3,3,1,0,0,1,24,2.0,4.0,1.0,4.0
69752,7,2,2,79,3,3,2.0,2.0,1,1.0,5.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,81062.798322,83549.72506699999,1,101,4.0,4.0,1.75,1,1,0,0,1,2,79,1.0,5.0,2.0,
69753,7,2,2,63,1,1,1.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,14204.126838,14796.942631,1,92,5.0,5.0,1.41,2,2,0,0,2,1,60,1.0,2.0,1.0,4.0
69754,7,2,1,80,4,4,2.0,2.0,2,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,10160.645851000001,10359.669924,1,96,77.0,77.0,,7,7,0,3,1,2,43,77.0,5.0,5.0,
69755,7,2,2,65,3,3,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,156359.46761300002,158914.124584,2,102,14.0,14.0,5.0,2,2,0,0,2,2,65,1.0,5.0,1.0,5.0
69756,7,2,1,2,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,4778.010882,5139.584556,2,93,99.0,99.0,,7,6,1,0,0,1,19,1.0,3.0,,
69757,7,2,1,19,5,7,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11125.932433,11147.929312,1,96,10.0,10.0,3.04,4,4,0,1,0,2,43,1.0,5.0,1.0,4.0
69758,7,2,2,42,3,3,1.0,2.0,1,1.0,3.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,21127.557838999997,23583.17383,1,102,4.0,4.0,0.97,3,3,0,1,0,2,19,1.0,2.0,,
69759,7,2,1,51,3,3,2.0,2.0,1,1.0,4.0,4.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,32720.69734,32838.149884,1,95,1.0,1.0,0.18,1,1,0,0,0,1,51,1.0,4.0,4.0,
69760,7,2,1,5,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,9446.305539,9734.833129,2,95,1.0,1.0,0.0,4,4,2,1,0,2,27,1.0,4.0,5.0,
69761,7,2,2,80,4,4,2.0,2.0,1,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,14859.685983000001,15314.825218,1,95,3.0,3.0,0.96,1,1,0,0,1,2,80,1.0,2.0,2.0,
69762,7,2,1,15,1,1,1.0,,2,2.0,,,2,1.0,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,24230.15013,23997.357824000002,3,92,6.0,6.0,0.86,7,7,1,4,0,2,36,2.0,1.0,1.0,1.0
69763,7,2,2,6,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,7282.5235980000025,8846.731146,2,99,5.0,5.0,0.76,5,5,0,2,0,1,51,1.0,2.0,1.0,2.0
69764,7,2,2,22,4,4,1.0,2.0,1,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,18097.801029,17328.248994,2,100,14.0,14.0,3.06,5,5,1,0,0,1,50,1.0,5.0,1.0,5.0
69765,7,2,2,65,2,2,2.0,2.0,2,1.0,3.0,3.0,2,2.0,2,1.0,2.0,2.0,1.0,2.0,1.0,2.0,11495.911371,12347.505602,2,99,3.0,3.0,0.52,3,3,0,0,1,2,38,2.0,3.0,3.0,
69766,7,2,2,4,2,2,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,15979.952759,16987.381382,2,102,14.0,14.0,3.25,5,5,2,0,0,1,27,1.0,5.0,1.0,5.0
69767,7,2,1,56,5,7,2.0,1.0,1,1.0,4.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,151766.599459,154414.492891,3,91,7.0,7.0,1.97,4,4,0,0,1,2,77,1.0,5.0,2.0,
69768,7,2,2,20,4,4,1.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,23845.8146,23041.888919,1,98,3.0,2.0,0.81,4,1,0,0,0,2,21,,,5.0,
69769,7,2,2,0,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,21671.775435,21083.121886,1,98,7.0,7.0,1.83,3,3,1,0,0,2,26,1.0,5.0,1.0,4.0
69770,7,2,2,24,4,4,2.0,2.0,1,1.0,3.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,13495.651715,13078.348337000001,2,99,,77.0,,7,7,1,0,1,2,51,1.0,2.0,1.0,3.0
69771,7,2,1,3,5,6,2.0,,1,1.0,,,1,1.0,1,1.0,2.0,1.0,,,,,10276.262805,11525.953064,1,97,15.0,15.0,5.0,4,4,2,0,0,2,35,2.0,4.0,1.0,4.0
69772,7,2,2,3,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,11671.9972,12190.293097,1,93,4.0,4.0,1.03,3,3,1,1,0,2,35,2.0,3.0,4.0,
69773,7,2,1,40,4,4,1.0,2.0,2,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,23242.990557,23331.304109,1,100,9.0,9.0,2.22,5,5,1,2,0,2,40,2.0,4.0,1.0,4.0
69774,7,2,1,54,2,2,2.0,2.0,2,1.0,2.0,1.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20167.650721,25203.089486,3,90,12.0,7.0,3.58,2,1,0,0,1,1,71,2.0,2.0,1.0,
69775,7,2,1,8,2,2,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15039.041447,15306.786696000001,3,91,6.0,6.0,0.83,6,6,1,3,0,1,37,1.0,4.0,1.0,4.0
69776,7,2,1,57,1,1,2.0,2.0,2,2.0,1.0,1.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22446.308035,22116.943066,2,94,7.0,7.0,1.33,6,6,0,1,0,1,55,2.0,2.0,1.0,1.0
69777,7,2,2,60,1,1,2.0,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,10003.290711,10218.574955,1,99,10.0,10.0,2.58,5,5,0,1,2,1,65,1.0,5.0,1.0,3.0
69778,7,2,1,42,1,1,2.0,2.0,2,2.0,3.0,6.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,31640.296506,31576.72682900001,2,94,9.0,9.0,4.21,3,2,0,0,0,2,48,2.0,2.0,6.0,
69779,7,2,1,13,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,77169.155154,76948.02224199999,1,98,14.0,14.0,3.9,4,4,0,3,0,2,31,1.0,4.0,1.0,
69780,7,2,1,9,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,66868.503099,69864.85971599999,1,98,14.0,14.0,3.15,5,5,0,3,0,1,34,1.0,4.0,1.0,4.0
69781,7,2,1,0,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,26076.0211,27915.503824,2,91,15.0,15.0,5.0,4,4,2,0,0,2,33,1.0,5.0,1.0,5.0
69782,7,2,1,52,4,4,1.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,,,,,20075.522681,20698.300141,2,98,77.0,77.0,,1,1,0,0,0,1,52,1.0,3.0,5.0,
69783,7,2,2,66,5,6,1.0,2.0,2,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,13023.675419,13480.293434000001,2,96,2.0,2.0,0.55,1,1,0,0,1,2,66,2.0,5.0,5.0,
69784,7,2,1,69,4,4,1.0,2.0,1,1.0,2.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,10717.375231,11218.730451000001,2,101,2.0,2.0,0.64,1,1,0,0,1,1,69,1.0,2.0,5.0,
69785,7,2,2,80,3,3,1.0,2.0,1,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,22419.63376,25250.873067,1,94,3.0,3.0,1.08,1,1,0,0,1,2,80,1.0,2.0,2.0,
69786,7,2,2,1,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,46813.021927,47428.160802,1,94,15.0,15.0,4.77,4,4,2,0,0,1,48,1.0,4.0,1.0,5.0
69787,7,2,2,57,2,2,1.0,2.0,2,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,22969.116046,23893.408664,2,93,9.0,9.0,3.97,2,2,0,0,1,2,57,2.0,3.0,1.0,1.0
69788,7,2,1,14,2,2,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,30061.886110000003,30025.949583999998,1,92,6.0,6.0,0.93,5,5,0,2,0,1,47,2.0,1.0,1.0,1.0
69789,7,2,2,53,4,4,1.0,2.0,1,1.0,2.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16181.169972999998,15916.061734,2,100,99.0,99.0,,1,1,0,0,0,2,53,1.0,2.0,3.0,
69790,7,2,1,12,5,6,1.0,,1,1.0,,,1,1.0,1,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6886.223812,7737.788898999999,2,92,7.0,7.0,1.61,4,4,0,2,0,1,51,2.0,3.0,1.0,3.0
69791,7,1,2,63,3,3,,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,,,,,30036.804187,0.0,2,100,4.0,4.0,1.29,2,2,0,0,2,1,65,1.0,3.0,1.0,3.0
69792,7,2,1,5,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,11324.865632,11670.771889,2,96,3.0,3.0,0.54,4,4,2,1,0,2,25,1.0,4.0,2.0,
69793,7,2,1,35,5,6,1.0,2.0,2,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,20181.692021000006,20449.370526,1,92,2.0,2.0,0.24,5,5,0,2,0,1,35,2.0,4.0,1.0,3.0
69794,7,2,1,9,2,2,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,8889.501355,9473.596146,2,93,14.0,14.0,3.52,5,5,1,2,0,1,44,1.0,5.0,1.0,5.0
69795,7,1,2,80,4,4,,2.0,1,1.0,1.0,2.0,1,1.0,2,1.0,2.0,2.0,,,,,16321.652472,0.0,2,101,1.0,1.0,0.08,2,2,0,0,2,2,80,1.0,1.0,2.0,
69796,7,2,2,3,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,11990.08101,12901.460915000001,1,100,15.0,15.0,3.87,6,6,1,3,0,2,39,1.0,4.0,1.0,4.0
69797,7,2,2,31,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,74517.751389,77393.17538300001,2,94,14.0,14.0,3.36,4,4,2,0,0,1,31,1.0,3.0,1.0,5.0
69798,7,2,2,21,3,3,1.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,65591.95155499999,69705.816211,2,101,2.0,2.0,0.46,2,1,0,0,0,2,21,1.0,4.0,5.0,
69799,7,2,2,8,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7814.742747,8587.431439,2,95,7.0,7.0,1.55,5,5,0,3,0,1,30,1.0,4.0,1.0,4.0
69800,7,2,1,10,5,6,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,6262.834446,6755.014520000002,3,90,77.0,77.0,,7,7,1,2,0,1,41,2.0,3.0,6.0,
69801,7,2,2,3,5,6,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,3864.4138780000003,3822.111022,1,99,14.0,14.0,2.66,7,7,3,1,0,1,35,1.0,5.0,1.0,5.0
69802,7,2,2,17,3,3,1.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,36586.371708,39087.782259,1,101,4.0,4.0,0.58,6,6,0,4,0,2,41,1.0,3.0,5.0,
69803,7,2,1,44,5,6,2.0,2.0,2,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,19184.316833,20543.822351,1,97,15.0,15.0,5.0,4,4,1,1,0,1,44,2.0,5.0,1.0,5.0
69804,7,2,1,6,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,47373.769078,49181.31317,1,103,15.0,15.0,5.0,3,3,0,1,0,1,46,1.0,5.0,1.0,5.0
69805,7,2,1,1,5,6,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,6389.003009,6767.308805,3,91,14.0,14.0,3.06,5,5,3,0,0,1,34,2.0,5.0,1.0,5.0
69806,7,2,1,75,5,7,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,8763.514009999999,8935.17143,2,100,6.0,6.0,1.62,3,3,0,0,2,1,75,1.0,5.0,1.0,
69807,7,2,2,61,4,4,2.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,10083.559248,10533.779383,1,96,14.0,14.0,4.06,3,3,0,0,1,2,61,1.0,4.0,5.0,
69808,7,1,1,80,4,4,,1.0,1,1.0,4.0,1.0,1,1.0,2,1.0,2.0,2.0,,,,,7041.6449980000025,0.0,2,100,13.0,13.0,,2,2,0,0,2,2,77,1.0,3.0,1.0,4.0
69809,7,2,1,4,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,8973.990262000001,9344.796725,2,95,1.0,1.0,0.09,5,5,3,1,0,2,31,1.0,2.0,1.0,
69810,7,2,2,14,2,2,1.0,,2,2.0,,,2,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15809.066118,16348.490247999998,2,93,5.0,5.0,1.26,3,3,0,1,0,1,55,2.0,2.0,1.0,2.0
69811,7,2,1,59,3,3,1.0,2.0,1,1.0,4.0,4.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,124170.603852,124019.195449,2,98,6.0,6.0,2.75,1,1,0,0,0,1,59,1.0,4.0,4.0,
69812,7,2,2,80,3,3,2.0,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,47636.23298,52171.746701,1,91,9.0,9.0,4.27,2,2,0,0,2,1,80,1.0,4.0,1.0,3.0
69813,7,2,2,30,4,4,2.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,28351.482206,28369.098474000002,1,96,9.0,9.0,3.35,3,3,0,0,0,2,42,1.0,4.0,5.0,
69814,7,2,2,15,2,2,2.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,18368.872199,19023.186365999998,2,91,10.0,10.0,2.95,4,4,0,1,0,2,18,1.0,3.0,,
69815,7,2,2,70,4,4,1.0,2.0,1,1.0,4.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,15205.189409,15734.277597999999,2,96,7.0,7.0,2.72,2,2,0,0,1,2,70,1.0,4.0,2.0,
69816,7,2,2,20,4,4,1.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,20000.263815000002,22894.1152,1,102,12.0,12.0,,7,7,3,2,0,2,52,1.0,4.0,5.0,
69817,7,2,1,33,5,7,2.0,2.0,2,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16045.513116,17473.610556,1,90,6.0,6.0,0.92,6,6,2,0,2,2,30,2.0,5.0,1.0,5.0
69818,7,2,2,19,5,6,1.0,2.0,1,1.0,,,1,2.0,1,,,,1.0,2.0,2.0,1.0,9278.834813,9462.75742,1,92,2.0,2.0,0.33,5,5,0,1,0,1,51,2.0,1.0,4.0,
69819,7,2,2,11,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,71426.628275,70878.719996,2,101,10.0,10.0,2.33,6,6,1,3,0,1,39,1.0,2.0,1.0,4.0
69820,7,2,2,6,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,15962.145468,16664.698857,2,98,6.0,6.0,0.63,7,7,2,2,1,1,60,1.0,3.0,1.0,2.0
69821,7,2,2,66,4,4,1.0,2.0,1,1.0,3.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,7869.59899,8476.202883,2,100,1.0,1.0,0.14,1,1,0,0,1,2,66,1.0,3.0,2.0,
69822,7,2,1,64,5,6,1.0,2.0,2,1.0,1.0,1.0,1,2.0,1,1.0,2.0,1.0,1.0,2.0,1.0,3.0,8636.698123,9111.200197,2,92,3.0,3.0,0.45,4,4,0,0,1,1,64,2.0,1.0,1.0,1.0
69823,7,2,2,55,4,4,2.0,2.0,1,1.0,5.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,18441.731082,18102.807884,2,100,1.0,1.0,0.0,2,2,0,0,0,2,55,1.0,5.0,3.0,
69824,7,2,1,64,5,6,2.0,2.0,2,2.0,2.0,1.0,1,2.0,1,1.0,2.0,1.0,1.0,2.0,1.0,3.0,8275.049401999999,8531.146449,1,99,6.0,6.0,1.07,6,6,2,1,2,1,44,2.0,5.0,4.0,
69825,7,2,2,43,3,3,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,139800.409559,140918.85698699998,1,100,15.0,15.0,5.0,5,5,0,3,0,1,47,1.0,5.0,1.0,5.0
69826,7,2,1,3,3,3,2.0,,1,1.0,,,1,1.0,1,1.0,2.0,1.0,,,,,20717.313101,23374.052614,2,97,5.0,5.0,0.8,5,5,1,2,0,1,46,2.0,4.0,1.0,2.0
69827,7,2,1,30,2,2,2.0,2.0,2,2.0,2.0,4.0,2,2.0,2,2.0,2.0,2.0,1.0,2.0,1.0,2.0,27605.196104000002,27396.850962,2,99,12.0,77.0,,5,1,0,1,0,1,30,2.0,2.0,4.0,
69828,7,2,2,18,4,4,2.0,2.0,1,1.0,,,1,2.0,2,,,,1.0,2.0,2.0,1.0,13176.946531,13078.313981,2,99,6.0,3.0,0.94,3,2,0,0,0,1,41,1.0,3.0,6.0,
69829,7,2,1,18,4,4,1.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,19844.605924,19989.134915000002,2,102,14.0,14.0,4.05,3,3,0,1,0,1,18,1.0,2.0,,
69830,7,2,2,4,2,2,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,13301.733639,13724.969641999998,2,93,3.0,3.0,0.48,4,4,1,1,0,1,49,2.0,3.0,1.0,4.0
69831,7,2,2,80,5,6,1.0,2.0,2,1.0,1.0,2.0,1,2.0,1,1.0,2.0,1.0,1.0,2.0,1.0,,13689.379977,14234.742701,2,92,2.0,2.0,0.88,1,1,0,0,1,2,80,2.0,1.0,2.0,
69832,7,2,1,61,4,4,2.0,2.0,1,1.0,3.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7074.6455769999975,7351.348884999998,2,95,7.0,7.0,3.31,1,1,0,0,1,1,61,1.0,3.0,2.0,
69833,7,2,2,73,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,29534.722322,30544.805852999998,3,91,77.0,77.0,,2,2,0,0,2,1,73,1.0,5.0,1.0,5.0
69834,7,1,2,37,5,6,,2.0,2,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,,,,,13379.422066,0.0,2,103,14.0,14.0,3.86,4,4,2,0,0,2,37,2.0,5.0,1.0,
69835,7,2,2,80,3,3,1.0,2.0,1,1.0,1.0,2.0,1,2.0,2,1.0,2.0,2.0,,,,,35334.703093000004,40990.264786,1,101,2.0,2.0,0.63,1,1,0,0,1,2,80,1.0,1.0,2.0,
69836,7,2,1,1,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,35290.29852,40086.22326,1,102,14.0,14.0,2.87,5,5,3,0,0,1,35,1.0,5.0,1.0,5.0
69837,7,2,2,9,1,1,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,15962.145468,16535.376480000006,2,98,3.0,3.0,0.33,7,7,2,3,0,1,40,2.0,1.0,1.0,1.0
69838,7,2,1,31,2,2,2.0,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,30626.581617000003,36447.669921,2,90,6.0,6.0,1.35,3,3,1,0,0,1,31,1.0,3.0,1.0,4.0
69839,7,2,2,8,1,1,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,,15841.451259,17367.937444,3,92,4.0,4.0,0.55,6,6,0,4,0,1,36,2.0,1.0,1.0,3.0
69840,7,2,1,67,4,4,2.0,1.0,1,1.0,4.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6910.118936,6964.172059,2,95,6.0,4.0,1.5,2,1,0,0,1,1,67,1.0,4.0,3.0,
69841,7,2,1,16,1,1,2.0,,2,2.0,,,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21633.039913,21721.097793,2,94,7.0,7.0,1.04,7,7,0,3,0,1,37,2.0,1.0,1.0,3.0
69842,7,2,1,37,1,1,2.0,2.0,2,2.0,4.0,1.0,2,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,34887.439952,35849.951626,2,94,6.0,6.0,1.34,4,4,0,2,0,1,37,2.0,4.0,1.0,2.0
69843,7,2,1,40,5,6,2.0,2.0,2,2.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,19184.316833,20543.822351,1,97,15.0,15.0,5.0,4,4,2,0,0,1,40,2.0,5.0,1.0,5.0
69844,7,2,1,6,1,1,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,11770.896420000001,11957.164501000001,2,96,5.0,5.0,0.68,6,6,0,3,2,1,60,2.0,1.0,1.0,1.0
69845,7,2,2,15,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,29885.567338,31265.78413,1,94,7.0,7.0,0.94,7,7,1,4,0,2,46,2.0,5.0,1.0,5.0
69846,7,2,1,23,3,3,2.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,100807.07665700001,102674.431164,1,97,15.0,15.0,4.77,4,4,0,0,0,1,56,1.0,4.0,1.0,4.0
69847,7,2,1,80,5,6,2.0,2.0,2,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,14603.225127000005,15344.674112,1,98,15.0,15.0,5.0,2,2,0,0,2,1,80,2.0,5.0,1.0,
69848,7,2,1,70,4,4,2.0,2.0,1,1.0,2.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,15417.485683,15656.172471000002,1,92,3.0,3.0,0.98,2,2,0,0,1,1,70,1.0,2.0,1.0,2.0
69849,7,2,1,70,4,4,2.0,2.0,1,1.0,2.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,9257.537917,9255.717695000001,1,99,7.0,6.0,1.84,3,2,0,0,2,1,70,1.0,2.0,1.0,4.0
69850,7,2,2,10,1,1,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,15225.935813,16547.241996,2,94,7.0,7.0,1.57,4,4,0,2,0,1,30,2.0,3.0,1.0,4.0
