SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDRETH1,RIDRETH3,RIDEXMON,DMQMILIZ,DMDBORN4,DMDCITZN,DMDEDUC2,DMDMARTL,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
62161,7,2,1,22,3,3,2.0,2.0,1,1.0,3.0,5.0,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,102641.406474,104236.582554,1,91,14.0,14.0,3.15,5,5,0,1,0,2,50,1.0,5.0,1.0,5.0
62162,7,2,2,3,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,15457.736897,16116.35401,3,92,4.0,4.0,0.6,6,6,2,2,0,2,24,1.0,3.0,6.0,
62163,7,2,1,14,5,6,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7397.684828,7869.485117,3,90,15.0,15.0,4.07,5,5,0,2,1,1,42,1.0,5.0,1.0,4.0
62164,7,2,2,44,3,3,1.0,1.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,,,,,127351.373299,127965.22620399999,1,94,8.0,8.0,1.67,5,5,1,2,0,1,52,1.0,4.0,1.0,4.0
62165,7,2,2,14,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,12209.74498,13384.042162,2,90,4.0,4.0,0.57,5,5,1,2,0,2,33,2.0,2.0,77.0,
62166,7,2,1,9,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,60593.63668400001,64068.123183,1,91,77.0,77.0,,6,6,0,4,0,1,44,1.0,5.0,1.0,5.0
62167,7,2,1,0,5,6,1.0,,1,1.0,,,1,1.0,1,1.0,2.0,1.0,,,,,5024.464768,5303.683185,2,92,99.0,77.0,,7,4,3,3,1,1,61,2.0,1.0,1.0,3.0
62168,7,2,1,6,5,7,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,5897.024603,6245.043868,2,103,14.0,14.0,3.48,5,5,0,2,1,1,43,1.0,4.0,1.0,5.0
62169,7,2,1,21,5,6,1.0,2.0,1,1.0,3.0,5.0,1,2.0,1,,,,1.0,2.0,2.0,1.0,14391.77847,14783.600953000001,1,92,2.0,2.0,0.33,5,5,0,1,0,1,51,2.0,1.0,4.0,
62170,7,2,1,15,5,7,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7794.52699,8291.636582,3,91,15.0,15.0,5.0,4,4,0,2,0,1,38,2.0,5.0,1.0,5.0
62171,7,2,1,14,1,1,1.0,,1,1.0,,,1,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,22768.42362400001,22886.980387,3,92,9.0,9.0,2.46,4,4,0,2,0,1,43,2.0,3.0,1.0,4.0
62172,7,2,2,43,4,4,1.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,26960.774346,27122.911908,2,96,5.0,5.0,2.02,1,1,0,0,0,2,43,1.0,3.0,5.0,
62173,7,2,2,2,1,1,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,11401.934012,12203.058423,1,95,13.0,13.0,,5,5,3,0,0,2,33,2.0,1.0,1.0,2.0
62174,7,2,1,80,3,3,2.0,1.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,24912.668432,27335.895242000002,3,90,10.0,10.0,4.3,2,2,0,0,2,2,80,1.0,4.0,1.0,5.0
62175,7,2,1,5,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,26980.605125,30440.534477999998,1,94,3.0,3.0,0.39,6,6,2,2,0,2,25,1.0,4.0,1.0,2.0
62176,7,2,2,34,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,53830.599426,54203.155016,1,99,15.0,15.0,5.0,5,5,3,0,0,2,34,1.0,5.0,1.0,5.0
62177,7,2,1,51,5,6,1.0,2.0,2,2.0,3.0,1.0,1,2.0,1,1.0,2.0,1.0,,,,,7879.750437000002,7851.284287,2,92,99.0,77.0,,7,4,3,3,1,1,61,2.0,1.0,1.0,3.0
62178,7,2,1,80,3,3,2.0,1.0,1,1.0,3.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,12291.154515,13189.875012,1,95,1.0,1.0,0.05,1,1,0,0,1,1,80,1.0,3.0,2.0,
62179,7,2,1,55,5,6,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16590.074977,17115.36835,1,92,15.0,15.0,5.0,4,4,0,2,0,1,55,1.0,5.0,1.0,5.0
62180,7,2,1,35,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,20457.614917,22616.494827000002,1,97,5.0,5.0,0.87,4,4,2,0,0,1,35,1.0,5.0,1.0,5.0
62181,7,2,1,9,1,1,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,,13822.148996000002,14860.201344,3,92,4.0,4.0,0.55,6,6,0,4,0,1,36,2.0,1.0,1.0,3.0
62182,7,1,1,75,3,3,,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,,,,,63069.107216,0.0,1,90,12.0,12.0,,2,2,0,0,2,1,75,1.0,5.0,1.0,4.0
62183,7,2,1,6,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,10138.00454,10211.52145,1,100,14.0,14.0,3.6,4,4,1,1,0,1,41,1.0,4.0,1.0,5.0
62184,7,2,1,26,4,4,1.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15600.678771,15236.261569999999,2,95,15.0,15.0,3.85,7,7,0,3,1,2,62,1.0,4.0,2.0,
62185,7,2,1,16,1,1,1.0,,1,1.0,,,2,2.0,2,2.0,2.0,2.0,,,,,18635.323223,19040.145288,2,103,77.0,77.0,,5,5,0,2,0,2,45,2.0,4.0,5.0,
62186,7,2,2,17,4,4,1.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11224.041366,11682.365018999999,1,96,5.0,5.0,0.53,7,7,2,2,0,2,38,1.0,9.0,6.0,
62187,7,2,2,9,1,1,1.0,,1,1.0,,,2,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,10118.363218,11093.371216,2,103,77.0,77.0,,7,7,0,4,0,1,38,2.0,1.0,6.0,
62188,7,2,1,2,2,2,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,11793.948457999999,12167.27893,1,100,5.0,5.0,0.78,6,5,1,2,0,2,40,2.0,1.0,5.0,
62189,7,2,2,30,5,6,1.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,17983.231494,18657.922524,1,94,10.0,10.0,3.04,4,4,2,0,0,2,30,1.0,4.0,1.0,5.0
62190,7,2,2,15,1,1,1.0,,2,2.0,,,2,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,20419.465237,21192.774678,2,102,6.0,3.0,0.54,6,4,0,4,0,2,43,2.0,1.0,5.0,
62191,7,2,1,70,4,4,2.0,1.0,1,1.0,3.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,8661.769277,9105.621464,1,96,14.0,3.0,0.9,2,1,0,0,2,2,71,,,3.0,
62192,7,2,2,11,1,1,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,14087.469432,14372.406512000001,2,97,7.0,7.0,2.05,3,3,0,2,0,2,45,1.0,5.0,2.0,
62193,7,2,1,17,4,4,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11386.695644,11908.648036,2,99,6.0,6.0,1.18,5,5,0,3,0,2,38,1.0,2.0,5.0,
62194,7,2,2,9,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,36778.822436,37956.900598,1,99,15.0,15.0,5.0,5,5,0,3,0,2,43,1.0,5.0,1.0,5.0
62195,7,2,1,35,4,4,2.0,2.0,2,1.0,4.0,6.0,1,2.0,2,1.0,2.0,2.0,,,,,15842.100091,16468.990083,2,90,8.0,6.0,2.39,4,1,1,1,0,2,21,1.0,5.0,6.0,
62196,7,2,1,1,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,35830.680775,40425.523018,2,95,9.0,9.0,2.22,5,5,1,0,0,1,55,1.0,4.0,1.0,5.0
62197,7,2,2,16,4,4,1.0,,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,20015.720245,20424.690130000006,2,102,15.0,15.0,5.0,4,4,0,2,0,1,44,1.0,3.0,1.0,1.0
62198,7,2,1,7,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,30754.608672000002,32212.772113,1,98,3.0,3.0,0.61,4,4,0,2,0,2,32,1.0,3.0,6.0,
62199,7,2,1,57,3,3,1.0,2.0,1,1.0,5.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,127000.85288900002,130891.431194,2,92,15.0,15.0,5.0,2,1,0,0,0,1,57,1.0,5.0,6.0,
62200,7,2,1,42,5,6,2.0,2.0,2,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,19184.316833,20543.822351,1,97,15.0,15.0,4.07,5,5,0,3,0,1,42,2.0,5.0,1.0,5.0
62201,7,1,2,58,5,6,,2.0,2,2.0,2.0,2.0,1,2.0,1,1.0,2.0,2.0,,,,,19442.276314,0.0,1,95,6.0,6.0,1.34,4,4,0,2,0,2,32,2.0,3.0,2.0,
62202,7,2,1,36,1,1,1.0,2.0,1,1.0,2.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,41155.167164,40844.556107,1,102,14.0,14.0,2.83,6,6,1,2,0,1,36,1.0,2.0,1.0,3.0
62203,7,2,1,8,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,11324.954668,11525.075348999999,1,93,12.0,12.0,,3,3,0,1,0,2,49,2.0,3.0,1.0,3.0
62204,7,1,2,9,5,6,,,2,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,5585.029570000002,0.0,2,103,15.0,15.0,5.0,4,4,0,2,0,1,48,2.0,5.0,1.0,5.0
62205,7,2,1,28,3,3,2.0,2.0,1,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,103663.693967,105583.964573,1,90,15.0,15.0,5.0,4,4,0,1,0,2,53,1.0,5.0,1.0,5.0
62206,7,2,2,35,3,3,1.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,,,,,67177.369911,67642.297015,3,92,14.0,14.0,2.74,6,6,2,2,0,1,35,1.0,5.0,1.0,4.0
62207,7,2,1,0,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,6988.6137519999975,7730.080562999998,1,100,5.0,5.0,1.05,3,3,1,0,0,2,35,1.0,4.0,6.0,
62208,7,2,1,38,2,2,1.0,2.0,2,2.0,4.0,1.0,2,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,41241.224595,41216.943466000004,2,102,7.0,7.0,1.53,5,5,1,2,0,2,37,2.0,4.0,1.0,4.0
62209,7,2,2,62,1,1,1.0,2.0,2,2.0,1.0,4.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13473.304889,14578.166065000001,2,96,6.0,6.0,1.11,6,6,0,2,1,1,40,2.0,2.0,1.0,2.0
62210,7,2,1,15,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,100370.520459,102294.664852,1,90,15.0,15.0,5.0,4,4,0,2,1,2,52,1.0,5.0,1.0,
62211,7,1,2,63,1,1,,2.0,2,2.0,1.0,1.0,2,2.0,2,1.0,2.0,2.0,,,,,16352.915834,0.0,3,92,9.0,9.0,2.22,5,5,1,0,2,1,66,2.0,1.0,1.0,1.0
62212,7,1,2,8,4,4,,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,9465.598219,0.0,2,91,12.0,12.0,,3,3,0,1,0,1,56,1.0,4.0,1.0,4.0
62213,7,2,1,2,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,5422.375171,5488.513785,2,99,4.0,4.0,0.94,3,3,1,0,0,1,48,2.0,3.0,6.0,
62214,7,2,2,22,4,4,2.0,2.0,1,1.0,3.0,4.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,18723.98095,21433.166124,2,95,7.0,7.0,1.41,5,5,2,0,0,2,53,1.0,3.0,3.0,
62215,7,2,2,65,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,129999.03551900001,129559.2554,1,98,13.0,13.0,,2,2,0,0,2,2,80,1.0,2.0,2.0,
62216,7,2,1,0,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,19442.488468,19106.370101,2,92,15.0,15.0,5.0,3,3,1,0,0,2,31,2.0,5.0,1.0,5.0
62217,7,2,2,77,1,1,1.0,2.0,1,1.0,1.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,15730.58404,17568.357111,2,98,4.0,4.0,0.97,3,3,0,1,1,2,77,1.0,1.0,5.0,
62218,7,2,2,38,4,4,1.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,39534.635218,41046.564195,2,102,14.0,14.0,4.05,3,3,0,1,0,1,18,1.0,2.0,,
62219,7,2,2,2,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,11582.174418,11621.723611,2,102,4.0,4.0,0.44,7,7,1,3,0,1,48,1.0,9.0,1.0,9.0
62220,7,2,2,31,4,4,2.0,2.0,1,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,33193.038733,33538.564898000004,1,96,9.0,9.0,4.92,1,1,0,0,0,2,31,1.0,5.0,5.0,
62221,7,2,2,41,4,4,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,25818.768393000002,25697.012112,1,100,14.0,14.0,3.6,4,4,1,1,0,1,41,1.0,4.0,1.0,5.0
62222,7,2,1,32,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,89973.129052,97483.088567,1,93,15.0,15.0,5.0,2,2,0,0,0,2,30,1.0,5.0,1.0,5.0
62223,7,2,1,54,5,6,2.0,2.0,2,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,10133.862484000001,12107.78442,3,90,77.0,77.0,,3,3,0,1,0,1,54,2.0,3.0,1.0,3.0
62224,7,2,2,29,2,2,2.0,2.0,2,2.0,1.0,1.0,2,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,43986.779368999996,46449.619952999994,1,93,9.0,9.0,2.46,4,4,0,2,0,1,35,2.0,1.0,1.0,1.0
62225,7,2,2,13,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,24481.187693,25761.611656,1,92,15.0,15.0,4.99,4,4,0,2,0,2,43,1.0,4.0,1.0,4.0
62226,7,2,1,80,2,2,1.0,2.0,2,1.0,4.0,1.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,1.0,,13654.270555000001,13892.295449000001,2,93,9.0,9.0,3.64,2,2,0,0,2,2,79,2.0,2.0,1.0,4.0
62227,7,2,1,19,3,3,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,68701.580401,72973.564721,2,94,15.0,15.0,5.0,5,5,0,2,0,1,53,1.0,5.0,1.0,5.0
62228,7,2,1,50,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,144353.133634,144729.952645,1,91,14.0,14.0,3.15,5,5,0,1,0,2,50,1.0,5.0,1.0,5.0
62229,7,2,2,31,3,3,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,72426.980535,75980.145152,1,98,6.0,6.0,1.31,3,3,1,0,0,1,30,1.0,5.0,1.0,5.0
62230,7,2,1,75,3,3,1.0,2.0,1,1.0,1.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,12946.818038,13703.92145,1,101,5.0,3.0,1.07,2,1,0,0,2,2,70,1.0,4.0,2.0,
62231,7,2,2,48,1,1,1.0,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,43535.993088,52686.708499,2,102,15.0,15.0,3.92,5,5,0,0,0,1,19,1.0,4.0,,
62232,7,2,2,42,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,115926.40258499999,118970.086068,1,101,14.0,14.0,3.3,4,4,0,2,0,2,42,1.0,4.0,1.0,3.0
62233,7,2,2,63,1,1,1.0,2.0,1,1.0,2.0,4.0,1,2.0,2,1.0,2.0,2.0,,,,,10999.00871,11900.968385,2,98,6.0,6.0,0.78,7,7,1,3,1,2,63,1.0,2.0,4.0,
62234,7,2,1,23,4,4,2.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,14860.312419,14555.816778,3,90,15.0,15.0,4.89,5,5,0,0,0,2,57,2.0,3.0,1.0,3.0
62235,7,2,2,2,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,49862.013993,55032.245455,2,91,15.0,15.0,5.0,4,4,2,0,0,1,35,1.0,5.0,1.0,5.0
62236,7,2,1,61,5,6,2.0,2.0,2,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,9048.959172,9513.611981999999,1,93,15.0,15.0,5.0,5,5,1,0,1,1,61,2.0,4.0,1.0,4.0
62237,7,2,2,58,3,3,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,140431.17381900002,139253.659476,1,91,7.0,7.0,2.64,2,2,0,0,1,2,58,1.0,5.0,1.0,4.0
62238,7,2,2,0,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,20786.668002000002,20803.881706,1,101,8.0,8.0,1.85,5,5,3,0,0,2,31,1.0,2.0,1.0,2.0
62239,7,2,2,22,2,2,2.0,2.0,2,2.0,3.0,6.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,39426.061520999996,39254.343691,2,94,14.0,1.0,0.09,5,1,0,0,0,1,24,2.0,4.0,5.0,
62240,7,2,2,14,2,2,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,26657.121865,28092.602686000002,1,97,14.0,14.0,3.25,4,4,0,2,0,1,45,1.0,3.0,6.0,
62241,7,2,1,2,2,2,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,9237.934626,9897.780242,2,90,14.0,14.0,3.45,4,4,1,1,0,2,34,2.0,5.0,6.0,
62242,7,2,1,24,3,3,1.0,2.0,1,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,129608.71683399999,132839.52574800001,1,100,6.0,6.0,1.98,2,2,0,0,0,1,50,1.0,5.0,4.0,
62243,7,2,2,1,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,49862.013993,51432.868823000004,2,91,15.0,15.0,5.0,4,4,2,0,0,1,34,1.0,5.0,1.0,5.0
62244,7,2,1,1,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,14505.670599000001,14525.271178,2,102,15.0,15.0,5.0,4,4,2,0,0,1,32,1.0,5.0,1.0,5.0
62245,7,2,1,8,5,6,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,10810.913614000001,11522.32071,1,97,15.0,15.0,5.0,4,4,1,1,0,1,44,2.0,5.0,1.0,5.0
62246,7,2,2,0,1,1,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,7210.38482,7501.352858,1,100,99.0,99.0,,7,7,2,3,0,2,35,2.0,1.0,1.0,
62247,7,1,2,0,4,4,,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,5158.857524,0.0,1,97,7.0,7.0,1.74,4,4,2,0,0,1,34,1.0,5.0,1.0,5.0
62248,7,2,1,65,5,6,2.0,2.0,2,2.0,1.0,1.0,1,2.0,1,1.0,2.0,1.0,1.0,2.0,1.0,,9048.959172,9881.360451999999,1,93,8.0,8.0,1.2,7,7,1,1,1,1,24,2.0,2.0,5.0,
62249,7,2,2,26,3,3,1.0,2.0,1,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,59001.303336000004,59528.815212,2,101,4.0,4.0,1.38,1,1,0,0,0,2,26,1.0,5.0,5.0,
62250,7,2,1,34,1,1,1.0,1.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,51543.062077999995,52965.08671,3,92,15.0,15.0,5.0,3,3,1,0,0,1,34,1.0,5.0,1.0,5.0
62251,7,2,2,51,5,6,1.0,2.0,2,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16672.82247,17074.238333,1,92,12.0,12.0,,4,4,0,0,0,1,59,2.0,3.0,1.0,4.0
62252,7,2,2,11,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,17053.854294,17379.519997,3,92,15.0,8.0,2.62,4,3,1,1,0,1,30,1.0,2.0,6.0,
62253,7,2,1,18,3,3,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,68701.580401,72973.564721,2,94,14.0,14.0,5.0,3,3,0,0,0,1,42,1.0,5.0,1.0,5.0
62254,7,2,1,14,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,15381.581315000001,15476.088016,1,93,12.0,12.0,,5,4,0,2,0,1,32,1.0,2.0,5.0,
62255,7,2,1,65,3,3,2.0,1.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,29731.886612000002,29889.869541000004,1,95,3.0,3.0,0.87,2,2,0,0,2,2,65,1.0,2.0,1.0,3.0
62256,7,2,1,80,3,3,2.0,1.0,1,1.0,1.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,7911.357817,9487.389486,2,94,5.0,5.0,1.63,2,2,0,0,2,2,79,1.0,3.0,1.0,1.0
62257,7,2,2,2,1,1,1.0,,1,1.0,,,2,1.0,2,,,,,,,,9469.751473999999,10135.116584000001,1,102,,,,5,5,1,2,0,1,39,,,1.0,
62258,7,2,1,47,2,2,1.0,2.0,2,2.0,1.0,1.0,2,2.0,2,2.0,2.0,2.0,,,,,43470.929319999996,42833.060444,1,92,6.0,6.0,0.93,5,5,0,2,0,1,47,2.0,1.0,1.0,1.0
62259,7,2,1,61,4,4,2.0,1.0,1,1.0,4.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7736.56115,7645.782314,1,99,4.0,2.0,0.87,2,1,0,0,1,2,59,1.0,3.0,3.0,
62260,7,2,1,10,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,57305.501165999995,60591.443404,1,94,15.0,15.0,5.0,5,5,0,3,0,1,46,1.0,3.0,1.0,5.0
62261,7,2,1,47,2,2,1.0,2.0,2,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,33029.272844,33366.323953,2,93,14.0,14.0,3.25,4,4,0,2,0,2,46,2.0,5.0,1.0,4.0
62262,7,2,2,0,2,2,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,7367.4304950000005,7616.752821999998,2,91,5.0,5.0,0.74,5,5,1,1,0,1,35,2.0,1.0,1.0,2.0
62263,7,2,1,2,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,28617.223132,33531.791823,1,101,3.0,3.0,0.61,4,4,1,2,0,1,38,1.0,2.0,4.0,
62264,7,2,1,77,3,3,2.0,1.0,1,1.0,2.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,52448.388619,55291.886180999994,1,99,7.0,7.0,2.72,2,2,0,0,2,1,77,1.0,2.0,1.0,3.0
62265,7,2,1,52,3,3,2.0,1.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,19478.845078,19591.5023,2,95,7.0,7.0,1.13,6,6,0,3,1,1,52,1.0,4.0,1.0,4.0
62266,7,2,1,64,3,3,2.0,2.0,2,1.0,5.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,29999.543426999997,30837.648113,2,91,12.0,5.0,1.79,3,1,0,0,1,1,52,1.0,4.0,3.0,
62267,7,2,2,27,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,34430.806911,35615.742482,2,95,6.0,6.0,1.08,4,4,1,1,0,1,39,1.0,4.0,1.0,4.0
62268,7,2,2,15,1,1,1.0,,1,1.0,,,2,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16734.618372,17498.916137,2,96,5.0,5.0,0.78,5,5,0,2,0,1,37,2.0,1.0,5.0,
62269,7,2,1,29,4,4,2.0,2.0,1,1.0,2.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,14718.123234,15404.517346,2,101,1.0,1.0,0.1,6,6,1,2,1,2,27,1.0,2.0,1.0,2.0
62270,7,2,2,33,2,2,1.0,2.0,2,2.0,5.0,5.0,2,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,31765.061314,30907.973228,2,93,4.0,4.0,0.56,5,5,0,0,0,2,49,2.0,2.0,5.0,
62271,7,2,1,7,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,6971.452972,8307.996458,2,99,7.0,7.0,1.63,4,4,0,2,0,1,53,1.0,3.0,3.0,
62272,7,2,1,9,2,2,1.0,,1,1.0,,,2,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11102.340512,11169.626274,2,93,6.0,6.0,0.64,7,7,2,1,3,2,60,2.0,3.0,2.0,
