respid,sample,int_date,fcall,attempt,refusal,ilang,cregion,state,density,usr,scregion,sstate,susr,sdensity,igender,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,form,llitext,phtype,qs1,q1,q2,campnii,q7,q8,q11,q12,q13,q28a,q28b,q28c,q28df1,q28e,q28ff1,q28gf1,q28hf1,q28if1,q28jf2,q28kf2,q28lf2,q28mf2,q28nf2,q28of2,q28pf2,q33af1,q33bf1,q33cf1,q33df1,q33ef2,q33ff2,q33gf2,q33hf2,q44a,q44b,q45a,q45b,q46,q50af1,q50bf1,q50cf1,q50df2,q50ef2,q51af1,q51bf1,q51cf2,q51df2,q58,q59,q64f1,q65f2,q66a,q66b,q66c,q66df1,q66e,q66ff2,q73,q74,q74a,q74b,q75,q76,q77,q78,q79,q83a,q83b,q84,q93,q96,q97,q98,q99,q100a,q100b,q100c,q100d,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,born,attend,income,reg,party,partyln,q101,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,cellweight,weight
200867,2,180920,180920,3,0,1,3,12,4,U,3,12,,3,2,2,1, , , ,2, ,,2,2,2,3,2, ,1,2,3,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,2,2,1,1,3,3,3,2,2, , , ,2,2, , ,2,2, ,1, ,1,1,2,1, ,2,2,2,2, ,2,3, ,2,4,1,4,1,8,2,3,4,9,9, , , , ,2,66,3,2,1,1, ,1, ,1,2,10,3,3,2, ,2,2,3,4,6,4,3, , ,2,0,1,9,2.6046013,1.8097153
200868,2,180920,180920,3,0,1,2,39,3,S,2,39,,4,1,2,1, , , ,1, ,,2,9,2,3,2, ,1,1,2,1,1,1,1,2,2,1,1,1, , , , , , , ,2,2,2,2, , , , ,2,2,3,2,2,1,2,2, , ,1,2, , ,1, ,2, ,1,1,1,1,2, ,2,2, ,2,2,1, ,1,2,3,2,1,2,2,4, , , , , , ,2,27,6,2,1,1, ,12, , ,6,5,1,2, , ,2,3,4,4,2,2,2, , ,2,0,1,9,0.8956541,1.270905
200870,2,180920,180920,3,0,1,3,24,5,U,3,24,,5,2,1,1, , , ,2, ,,2,1,1,1,1, ,2,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,9,1,1,1,2,3,4,5,2, , , ,1,1, , ,2,1, ,3, ,2,1,2,2, ,1,2,1,2, ,2,3, ,1,1,2,2,2,3,2,1,1,1,2, , , , ,1,43,5,2,2,2, ,13, ,1,4,1,1,2, , ,2,2,4,4,1, ,1, , ,1,1,1,1,2.5161298,1.8662602
200871,2,180920,180920,3,0,1,1,34,5,S,1,34,,5,1,1,1, , , ,1, ,,2,2,2,2,2, ,1,1,2,1,1,1,1,2,2,2,1,1, , , , , , , ,2,2,2,2, , , , ,2,2,2,2,2,1,2,2, , ,3,3, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,2,2, ,2,1,4,2,2,1,1,4, , , , , , ,2,57,4,2,1,1, ,7, , ,5,8,1,2, , ,2,4,5,5,3,3,3, , ,1,1,1,9,1.1013778,1.2464854
200875,2,180924,180920,7,0,1,2,26,1,,2,26,,1,2,2,1, , , ,2, ,,2,2,1,2,1, ,1,2,1,1,1,1, , , , , , ,2,1,3,3,1,2,2, , , , ,1,1,1,1,2,1,2,9,1, , , ,1,1, , ,1,1, ,1, ,1,5,1,5, ,1,2,1,2, ,9,3, ,1,4,9,8,4,3, , , ,2,2,4,4,4,9,2,55,5,2,1,1, ,2, ,2,5,10,9,9,9, ,9,9,9,9,9,9,2, , ,9,0,1,9,0.8124533,0.8541406
200881,2,180920,180920,3,0,1,2,26,2,S,2,26,,2,2,1,1, , , ,2, ,,2,1,2,1,1, ,1,2,1,2,4,4, , , , , , ,2,1,4,1,1,9,2, , , , ,1,2,1,1,1,1,3,2,1, , , ,1,1, , ,1,1, ,4, ,2,2,2,2, ,2,2,1,2, ,1,1, ,1,2,1,1,4,8,1,4,1,1,1, , , , ,1,99,3,2,1,1, ,99,2, ,6,4,1,1, ,1,1,2,1,1,3,3,3, , ,2,0,1,9,1.3398206,1.3459164
200882,2,180920,180920,3,0,1,1,36,4,S,1,36,,4,1,2,1, , , ,1, ,,2,1,1,4,1, ,3,1,3,1,2,2,2,1,2,3,2,3, , , , , , , ,1,1,1,2, , , , ,3,3,2,2,1,2,3,1, , ,1,1, , ,3, ,2, ,1,2,1,1,2, ,2,2, ,2,3,9, ,2,2,2,4,2,2,1,2, , , , , , ,2,22,5,2,1,1, ,12, , ,4,6,2,1, ,2,1,3,2,2,2,2,2, , ,2,0,1,9,1.6748667,2.456704
200883,2,180920,180920,3,0,1,1,9,4,S,1,9,,4,2,1,4, , , ,1, ,,2,2,2,1,2, ,1,1,2,2,1,1,1,3,2,1,1,1, , , , , , , ,2,2,2,2, , , , ,2,2,1,2,1,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,2,2, ,1,1,4,2,3,1,1,4, , , , , , ,1,62,8,2,1,1, ,10, , ,4,9,1,3,2, ,2,5,3,5,2,2,2, , ,1,1,1,9,0.6546682,0.5927084
200885,2,180920,180920,3,0,1,3,12,3,S,3,12,,3,2,2,1, , , ,1, ,,2,1,1,4,3,1,2,9,3,2,2,2,2,1,3,1,3,2, , , , , , , ,1,1,1,1, , , , ,3,3,4,2,1,2,1,1, , ,1,1, , ,4, ,2, ,2,1,2,2,1, ,1,1,2, ,1,9, ,3,1,2,3,3,2,2,1, , , , , , ,2,57,4,2,1,1, ,1, ,1,1,10,1,1, ,1,1,2,1,1,2,2,2, , ,1,1,1,9,0.89248,0.7375653
200887,2,180920,180920,3,0,1,1,42,4,S,1,42,,4,2,1,1, , , ,2, ,,2,2,2,2,2, ,1,1,2,2,1,1, , , , , , ,2,1,1,1,2,2,2, , , , ,2,2,2,1,2,1,2,3,1, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,2,1,2, ,2, ,2,3,1,3,2,2,2,2,3,2,2, , , , ,2,19,3,2,1,1, ,5, , ,4,10,1,2, , ,2,4,5,5,4,3,3, , ,1,1,1,9,2.6046013,2.5463809
200888,2,180920,180920,3,0,1,1,36,2,S,1,36,,3,2,2,2, , , ,2, ,,2,2,2,1,2, ,3,1,3,2,4,1, , , , , , ,1,2,1,4,1,1,3, , , , ,2,2,1,1,2,3,2,2,2, , , ,4,4, , ,1,4, ,4, ,3,1,1,1, ,2,2,2,2, ,2,3, ,9,2,1,2,2,4,1,1,4,2,2, , , , ,1,69,8,2,1,1, ,12, , ,6,9,1,3,9, ,9,2,3, ,3,2,2, , ,1,1,1,9,0.3895414,0.3114182
200889,2,180920,180920,3,0,1,1,42,5,U,1,42,,5,2,2,1, , , ,1, ,,2,1,1,1,1, ,1,1,3,1,1,1,1,1,2,3,2,3, , , , , , , ,1,1,1,1, , , , ,1,1,2,1,1,2,1,1, , ,1,1, , ,4, ,2, ,2,2,2,2,9, ,1,2, ,2,3,1, ,3,2,3,4,4,1,4,1, , , , , , ,1,38,4,2,9,9, ,1, ,1,1,9,1,3,1,1,1,1,3,1,4,2,2, , ,1,1,1,9,1.5576207,1.8329588
200890,2,180920,180920,3,0,1,1,34,3,S,1,34,,3,2,2,2, , , ,1, ,,2,2,2,3,2, ,1,1,2,1,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,3,3,2,2,2,1,2,2, , ,2,1, , ,1, ,2, ,1,2,1,1,2, ,2,1,1, ,2,2, ,2,1,4,2,1,1,1,4, , , , , , ,2,65,6,2,1,1, ,99,2, ,6,6,1,2, , ,2,4,5,5,2,2,2, , ,1,1,1,1,0.4708978,0.3653399
200891,2,180920,180920,3,0,1,1,36,5,S,1,36,,5,2,1,1, , , ,1, ,,2,2,2,1,2, ,1,1,2,1,2,2,1,2,1,3,1,1, , , , , , , ,2,2,1,2, , , , ,3,2,2,2,2,1,2,2, , ,1,3, , ,1, ,2, ,1,1,1,1,2, ,2,2, ,2,2,2, ,1,1,3,2,4,1,1,3, , , , , , ,2,40,6,2,1,1, ,5, , ,4,9,1,2, , ,2,3,4,4,5,2,2, , ,1,1,1,9,1.6054527,1.5065102
200894,2,180920,180920,3,0,1,1,34,5,S,1,34,,4,2,1,3, , , ,2, ,,2,2,2,2,2, ,2,1,2,1,2,2, , , , , , ,1,1,2,2,1,1,3, , , , ,2,2,2,2,2,3,2,5,1, , , ,2,2, , ,2,2, ,3, ,2,1,2,1, ,1,1,2,1,1, ,2, ,2,1,1,4,2,2,1,1,4,2,2, , , , ,2,51,7,2,1,1, ,12, , ,5,10,1,2, , ,2,4,5,5,2,2,2, , ,2,0,1,9,0.989256,1.4463558
200896,2,180920,180920,3,0,1,2,39,2,S,2,39,,2,2,2,1, , , ,2, ,,2,2,2,2,2, ,1,1,2,1,1,2, , , , , , ,1,1,1,2,1,2,1, , , , ,2,2,2,1,2,3,2,2,2, , , ,4,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,1,1,2, ,3, ,2,2,1,3,2,2,1,1,4,1,9,1,4,2,2,1,57,5,2,1,1, ,2, ,2,3,8,1,2, , ,2,3,4,4,2,2,2, , ,1,1,1,9,0.4778684,0.3687701
200897,2,180920,180920,3,0,1,1,42,3,U,3,13,,4,2,1,1, , , ,1, ,,2,9,2,3,2, ,9,2,3,2,2,2,2,3,2,2,2,2, , , , , , , ,2,2,2,2, , , , ,9,2,2,2,2,3,2,4, , ,4,2, , ,2, ,2, ,1,2,1,1,2, ,9,9, , ,2,2, ,1,1,9,9,9,1,1,4, , , , , , ,1,39,5,2,1,1, ,12, , ,5,8,3,4,2, ,2,3,9,4,3,3,3, , ,1,1,1,9,1.2237953,1.5583341
200900,2,180920,180920,3,0,1,3,37,3,U,3,37,,3,1,2,3, , , ,2, ,,2,1,1,1,1, ,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,2,1,1,1,3,1,2,2,1, , , ,1,1, , ,4,1, ,1, ,1,1,2,1, ,1,2,1,1,1, ,3, ,2,3,1,2,4,8,1,2,1,1,9, , , , ,2,65,5,2,1,1, ,1, ,1,2,6,3,1, ,2,1,1,1,1,2,2,2, , ,1,1,1,1,0.9693255,0.5253835
200903,2,180920,180920,3,0,1,3,45,2,S,3,47,,3,1,2,1, , , ,2, ,,2,1,1,2,1, ,3,2,3,1,1,2, , , , , , ,1,1,2,1,1,1,1, , , , ,1,3,1,1,2,3,2,2,2, , , ,4,4, , ,4,4, ,1, ,1,5,2,1, ,1,1,1,2, ,9,3, ,2,2,2,2,3,8,3,9,9,1,2, , , , ,2,47,3,2,1,1, ,1, ,1,2,7,3,3,1,2,1,2,3,1,4,3,3, , ,2,0,1,9,1.6703756,1.5599742
200904,2,180920,180920,1,0,1,1,25,3,U,1,25,,3,2,1,4, , , ,1, ,,2,9,9,2,2, ,1,1,1,1,1,1,2,1,3,1,2,1, , , , , , , ,2,2,3,2, , , , ,2,3,3,2,2,1,2,2, , ,2,2, , ,1, ,3, ,1,1,2,1,2, ,2,1,2, ,3,2, ,2,2,2,2,2,1,1,4, , , , , , ,2,40,8,2,2,2, ,1, ,1,2,4,1,3,9, ,9,3,3, ,4,1,1, , ,2,0,1,9,1.44034,1.8653364
200906,2,180920,180920,1,0,1,1,25,3,S,1,25,,4,2,2,1, , , ,1, ,,2,1,1,1,1, ,1,2,1,2,2,4,4,1,1,2,2,4, , , , , , , ,1,2,1,1, , , , ,4,3,1,1,2,1,1,2, , ,2,2, , ,2, ,1, ,2,1,2,2,1, ,1,2, ,1,2,1, ,1,1,1,3,2,2,3,1, , , , , , ,1,23,3,2,1,1, ,12, , ,5,6,1,3,2, ,2,2,3,4,4,2,2, , ,2,0,1,9,0.9797524,1.2189523
200907,2,180920,180920,1,0,1,3,12,2,U,1,25,,3,2,2,1, , , ,1, ,,2,2,1,2,1, ,1,2,1,1,1,2,1,1,3,1,1,2, , , , , , , ,1,1,1,1, , , , ,2,3,2,5,1,1,1,1, , ,1,1, , ,4, ,2, ,1,2,1,2,2, ,2,1,2, ,2,1, ,1,2,1,3,1,2,2,1, , ,1,2,2,2,2,73,3,2,1,1, ,2, ,2,2,3,1,3,1,2,1,5,3,2,2,2,2, , ,2,0,1,9,1.4894289,0.9821884
200908,2,180920,180920,1,0,1,2,26,4,S,2,26,,3,1,2,1, , , ,2, ,,2,9,9,2,1, ,1,1,3,1,1,1, , , , , , ,1,1,2,1,1,2,2, , , , ,2,2,1,1,2,3,2,2,1, , , ,9,1, , ,1,1, ,3, ,3,2,1,1, ,2,1,2,2, ,2,3, ,9,1,2,2,3,2,2,1,3,1,1, , , , ,2,40,7,2,1,1, ,1, ,2,3,9,1,1, ,2,1,2,1,1,4,2,2, , ,2,0,1,9,0.9884924,1.509974
200909,2,180920,180920,1,0,1,1,36,5,U,1,36,,5,2,1,1, , , ,1, ,,2,2,2,1,2, ,2,1,2,1,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,4,2,9,3,2,1,2,2, , ,2,2, , ,1, ,3, ,1,1,1,1,2, ,2,1,1, ,2,2, ,1,2,4,2,2,1,2,4, , , , , , ,2,59,6,2,2,2, ,13, ,2,2,5,1,2, , ,2,3,4,4,1, ,1, , ,2,0,1,9,1.5009028,1.9943772
200914,2,180920,180920,1,0,1,1,36,2,S,1,36,,3,2,2,1, , , ,2, ,,2,2,2,1,2, ,3,1,2,2,1,1, , , , , , ,2,1,1,1,1,1,2, , , , ,2,2,2,1,4,2,4,4,2, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,9,9,4,2,2,1,1,4,2,2, , , , ,2,60,8,2,1,1, ,10, , ,4,10,1,2, , ,2,5,5,5,1, ,1, , ,1,1,1,1,0.7470358,0.380392
200915,2,180920,180920,1,0,1,3,47,2,S,2,39,,3,2,2,1, , , ,2, ,,2,2,2,1,2, ,1,1,2,2,1,1, , , , , , ,1,1,1,1,1,1,2, , , , ,2,2,2,9,2,2,2,3,2, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,2,1,3,2,2,1,1,4,1,9, , , , ,2,69,8,2,1,1, ,11,2, ,4,6,1,2, , ,2,5,5,5,2,2,2, , ,2,0,1,9,0.6349954,0.5801197
200917,2,180920,180920,1,0,1,2,39,2,S,2,39,,2,1,2,1, , , ,2, ,,2,1,1,1,1, ,1,1,1,1,2,1, , , , , , ,1,1,3,1,2,2,3, , , , ,1,1,1,1,1,3,2,2,2, , , ,1,1, , ,1,1, ,1, ,1,2,2,2, ,1,2,1,2, ,2,1, ,1,4,2,1,4,2,2,3,2,1,2,9,4,1,2,1,80,3,2,1,1, ,2, ,1,2,6,1,1, ,1,1,1,1,1,2,2,2, , ,1,1,1,9,1.8332016,1.0058742
200918,2,180920,180920,1,0,1,1,42,4,S,1,42,,4,2,2,1, , , ,2, ,,2,2,2,2,2, ,3,1,3,2,2,1, , , , , , ,2,1,1,1,3,1,2, , , , ,2,2,1,3,2,3,2,5,2, , , ,2,4, , ,2,2, ,2, ,1,1,2,1, ,2,1,2,1,2, ,3, ,2,2,2,3,2,2,1,1,4,1,2,2,2,2,2,2,56,7,2,1,1, ,2, ,2,2,9,1,2, , ,2,3,4,4,3,3,3, , ,1,1,1,9,0.6313336,0.6229304
200920,2,180920,180920,1,0,1,1,36,5,U,1,36,,5,2,1,1, , , ,1, ,,2,1,2,2,1, ,2,2,3,1,2,3,2,1,1,2,2,2, , , , , , , ,2,2,2,2, , , , ,2,3,2,3,1,1,2,1, , ,1,1, , ,2, ,2, ,1,2,1,1,2, ,2,2, ,2,3,1, ,9,1,2,2,2,2,2,3, , ,2,2,2,2,1,47,7,2,1,1, ,2, ,2,2,7,1,3,1,2,1,3,3,2,1, ,1, , ,1,1,1,9,0.6319796,0.4543276
200922,2,180920,180920,1,0,1,1,42,3,,1,42,,3,2,1,4, , , ,2, ,,2,1,1,2,1, ,1,1,3,1,1,1, , , , , , ,2,1,1,1,1,1,3, , , , ,1,1,1,1,1,3,2,2,1, , , ,1,1, , ,1,1, ,1, ,1,2,9,2, ,1,2,1,2, ,2,1, ,1,9,1,2,4,3,1,4,1,9,9, , , , ,1,43,3,2,1,1, ,12, , ,6,10,1,1, ,1,1,2,1,1,9,9,2, , ,9,0,1,9,1.8815512,2.5463809
200925,2,180920,180920,1,0,1,3,12,2,U,3,12,,2,2,2,2, , , ,1, ,,2,2,2,1,9,2,2,2,3,1,1,1,1,4,4,1,1,1, , , , , , , ,2,2,2,2, , , , ,4,3,3,3,2,1,2,2, , ,2,2, , ,2, ,2, ,1,1,1,1,2, ,2,1,1, ,2,2, ,2,1,4,4,2,1,2,4, , , , , , ,1,26,6,2,1,1, ,1, ,2,6,5,2,3,9, ,9,5,3, ,5,5,3, , ,1,1,1,9,0.5118863,0.6120886
200928,2,180920,180920,1,0,1,3,51,4,U,3,51,,4,1,9,9, , , ,2, ,,2,1,1,2,1, ,3,1,1,1,1,2, , , , , , ,1,1,2,1,2,2,2, , , , ,2,1,1,1,1,1,2,2,1, , , ,1,1, , ,1,1, ,2, ,1,2,1,2, ,1,2,1,2, ,2,1, ,1,4,2,3,4,3,1,4,2,1,1, , , , ,1,41,8,1,5,3,3,1, ,1,2,8,1,3,1,2,1,1,3,1,4,2,2, , ,1,1,1,9,0.3012986,0.3030572
200929,2,180920,180920,1,0,1,3,37,1,R,3,37,,1,1,2,1, , , ,2, ,,2,2,2,2,2, ,2,1,3,2,1,2, , , , , , ,1,1,1,1,1,1,1, , , , ,2,2,2,1,2,3,2,5,2, , , ,2,1, , ,2,2, ,2, ,1,1,1,2, ,2,2,2,2, ,2,3, ,2,2,2,3,3,2,1,1,4,2,2, , , , ,1,81,3,2,1,1, ,1, ,1,1,7,1,2, , ,2,2,4,4,2,2,2, , ,1,1,1,9,1.2905013,0.846667
200931,2,180921,180920,2,0,1,3,12,2,U,3,12,,2,1,1,1, , , ,1, ,,2,2,2,3,1, ,2,2,2,1,1,2,1,2,1,1,2,2, , , , , , , ,2,2,2,2, , , , ,2,3,4,2,1,2,1,1, , ,1,1, , ,4, ,2, ,2,1,1,9,1, ,1,1,1, ,3,9, ,4,1,1,3,2,2,4,4, , , , , , ,1,39,4,2,1,1, ,13,1,1,4,1,3,1, ,2,1,4,2,2,1, ,1, , ,1,1,1,1,1.1460426,0.7845014
200932,2,180920,180920,1,0,1,1,34,5,S,1,34,,5,2,2,1, , , ,2, ,,2,2,2,2,2, ,1,1,2,2,1,2, , , , , , ,2,1,2,2,1,1,1, , , , ,2,2,2,1,3,2,2,3,1, , , ,2,2, , ,1,2, ,2, ,2,1,1,2, ,2,1,1,1,2, ,3, ,2,2,1,3,2,2,1,2,4,2,2, , , , ,1,41,5,2,2,2, ,11,2, ,5,3,1,2, , ,2,3,4,4,4,4,3, , ,1,1,1,9,2.1565947,2.4907451
200933,2,180920,180920,1,0,1,3,24,4,S,3,24,,4,1,2,1, , , ,1, ,,2,1,2,3,2, ,1,1,3,3,1,1,1,2,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,2,2,2,5,2,1,2,2, , ,2,2, , ,2, ,2, ,1,1,1,1,2, ,2,1,1, ,3,2, ,1,1,3,2,8,1,1,4, , , , , , ,2,50,4,2,1,1, ,12, , ,5,6,3,3,2, ,2,3,3,4,2,2,2, , ,2,0,1,9,1.6970943,1.5896407
200934,2,180920,180920,1,0,1,1,9,4,,1,9,,4,2,2,1,2, , ,2, ,,2,1,1,1,1, ,1,1,3,1,2,1, , , , , , ,1,2,3,1,2,2,1, , , , ,1,1,1,1,1,3,1,1,1, , , ,4,1, , ,1,1, ,1, ,1,2,2,2, ,1,2,1,2, ,2,3, ,1,2,1,2,4,3,1,4,1,1,1,3,4,3,9,1,45,6,2,1,1, ,2, ,2,5,9,1,1, ,1,1,2,1,1,6,2,2, , ,1,1,1,9,0.4615517,0.4228054
200938,2,180921,180920,2,0,1,1,36,3,S,1,36,,3,1,2,3, , , ,2, ,,2,2,2,1,2, ,1,1,2,2,1,4, , , , , , ,3,1,1,2,2,3,1, , , , ,2,2,2,2,2,2,2,3,2, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,1,1,4,2,4,1,1,4,2,2, , , , ,2,52,6,2,1,1, ,9, , ,6,7,1,2, , ,2,5,5,5,1, ,1, , ,1,1,1,9,0.7446217,0.4711484
200940,2,180920,180920,1,0,1,3,13,2,R,1,9,,4,2,1,1, , , ,1, ,,2,2,2,3,2, ,9,1,9,1,1,1,9,2,1,1,4,1, , , , , , , ,2,1,1,2, , , , ,2,1,3,3,1,2,2,2, , ,2,2, , ,2, ,1, ,1,1,1,1,2, ,2,1,2, ,3,9, ,4,2,3,1,1,3,2,2, , , , , , ,1,54,8,2,5,4, ,3, ,1,2,7,3,2, , ,2,4,5,5,8,4,3, , ,2,0,1,9,0.6222849,0.7701797
200941,2,180920,180920,1,0,1,2,18,1,S,2,18,,5,1,2,1, , , ,2, ,,2,2,1,1,1, ,1,1,1,1,4,1, , , , , , ,1,1,4,1,1,2,2, , , , ,2,1,1,1,2,9,2,1,2, , , ,4,1, , ,1,1, ,1, ,1,1,1,2, ,1,2,1,2, ,2,1, ,1,9,1,2,4,4,1,4,1,9,2,4,4,4,9,1,62,5,2,1,1, ,2, ,2,4,6,1,3,1,1,1,2,3,1,2,2,2, , ,1,1,1,9,0.4106512,0.3494181
200942,2,180920,180920,1,0,1,1,42,3,S,1,42,,3,2,1,1, , , ,1, ,,2,1,1,2,1, ,1,1,1,1,2,1,2,1,2,2,3,2, , , , , , , ,1,1,1,1, , , , ,2,1,3,2,2,2,4,1, , ,1,1, , ,3, ,1, ,2,1,2,2,1, ,1,2, ,2,3,1, ,3,1,2,3,2,1,4,3, , ,3,3,1,3,1,68,6,2,1,1, ,2, ,2,4,7,1,1, ,2,1,2,1,1,1, ,1, , ,2,0,1,9,0.4604186,0.4131957
200943,2,180920,180920,1,0,1,1,42,2,U,1,42,,2,2,2,1, , , ,1, ,,2,2,2,2,2, ,1,1,2,3,1,1,1,1,3,2,1,1, , , , , , , ,2,2,2,2, , , , ,2,3,2,2,1,1,2,2, , ,2,2, , ,1, ,1, ,1,1,1,1,2, ,2,1,2, ,3,2, ,2,1,4,1,2,1,1,4, , , , , , ,1,38,8,2,1,1, ,1, ,1,3,9,1,2, , ,2,4,5,5,5,2,2, , ,2,0,1,9,0.6159944,0.7165773
200944,2,180920,180920,1,0,1,2,39,4,S,2,39,,4,2,2,1, , , ,1, ,,2,2,2,2,2, ,1,1,2,1,1,2,1,1,2,1,1,1, , , , , , , ,2,2,2,2, , , , ,2,3,3,5,1,1,2,2, , ,2,1, , ,1, ,2, ,2,1,1,2,2, ,2,1,2, ,2,2, ,1,2,4,2,2,1,1,4, , , , , , ,2,48,6,2,1,1, ,13, ,2,4,10,1,2, , ,2,4,5,5,1, ,1, , ,2,0,1,9,0.8627793,0.9270899
200945,2,180920,180920,1,0,1,1,25,5,U,1,25,,5,1,2,1, , , ,1, ,,2,2,2,1,2, ,1,1,3,2,1,2,2,2,2,2,1,1, , , , , , , ,2,2,2,2, , , , ,1,2,1,3,2,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,3,2, ,2,2,4,2,2,1,1,4, , , , , , ,1,40,8,2,1,1, ,12, , ,6,9,1,2, , ,2,4,5,5,2,2,2, , ,2,0,1,9,0.8634812,1.1112336
200947,2,180920,180920,1,0,1,3,48,5,U,3,24,,3,2,2,1, , , ,2, ,,2,2,2,3,2, ,2,1,3,1,1,2, , , , , , ,1,2,1,1,1,1,1, , , , ,2,2,2,1,2,2,3,1,1, , , ,2,2, , ,2,2, ,2, ,1,2,1,1, ,2,1,2,1,1, ,2, ,2,3,1,3,2,2,2,1,4,1,1,2,3,2,2,1,54,4,2,1,1, ,2, ,1,3,7,3,2, , ,2,2,4,4,2,2,2, , ,2,0,1,9,1.2951133,1.8414815
200948,2,180920,180920,1,0,1,2,39,3,S,2,39,,4,1,2,1, , , ,2, ,,2,1,1,2,1, ,1,1,1,1,2,1, , , , , , ,1,1,3,2,2,2,2, , , , ,1,1,1,1,2,1,3,2,1, , , ,1,1, , ,1,1, ,1, ,1,2,9,2, ,1,2,1,2, ,2,3, ,1,3,2,1,3,4,3,4,1,1,1, , , , ,2,58,6,2,1,1, ,13, ,2,3,8,1,1, ,1,1,2,1,1,4,2,2, , ,1,1,1,9,0.7441058,0.5984472
200949,2,180920,180920,1,0,1,3,24,4,S,3,24,,5,2,2,2, , , ,2, ,,2,2,2,1,2, ,1,1,2,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,2,2,1,2,2,3,1,2,1, , , ,2,2, , ,2,2, ,2, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,4,1,3,2,8,1,1,4,1,1, , , , ,1,62,7,2,2,2, ,9, , ,6,9,1,2, , ,2,4,5,5,2,2,2, , ,1,1,1,9,0.3012986,0.2808725
200950,2,180920,180920,1,0,1,2,39,2,S,2,39,,2,2,2,1, , , ,1, ,,2,1,1,2,1, ,2,2,3,1,1,1,1,1,1,1,2,3, , , , , , , ,1,1,1,1, , , , ,1,1,3,2,1,2,1,1, , ,1,1, , ,4, ,2, ,2,2,2,2,1, ,1,2, ,2,3,1, ,3,2,2,4,2,1,2,2, , , , , , ,2,61,7,2,9,9, ,1, ,1,1,8,1,1, ,2,1,2,1,1,3,3,3, , ,2,0,1,9,0.5501283,0.6241659
200959,2,180920,180920,3,0,1,3,51,5,S,3,51,,5,2,1,1, , , ,2, ,,2,9,1,3,1, ,2,1,1,1,4,4, , , , , , ,1,1,4,1,1,1,4, , , , ,1,1,1,1,1,1,2,1,1, , , ,1,1, , ,1,1, ,1, ,9,2,1,2, ,2,2,1,2, ,1,1, ,1,1,1,1,4,1,1,4,2,1,2, , , , ,1,46,6,2,1,1, ,13, ,2,6,9,3,3,1,1,1,4,3,2,2,2,2, , ,2,0,1,9,0.5920419,0.901612
200963,2,180920,180920,2,1,1,3,45,3,S,3,45,,3,2,2,1, , , ,2, ,,2,2,1,2,1, ,2,1,1,1,1,1, , , , , , ,2,1,1,1,1,1,1, , , , ,2,1,1,1,2,3,3,2,2, , , ,2,1, , ,1,1, ,4, ,2,2,1,1, ,2,2,1,1,2, ,3, ,1,2,1,4,4,1,1,4,2,1,2, , , , ,1,29,3,2,1,1, ,12, , ,6,2,1,3,1,1,1,3,3,2,3,3,3, , ,2,0,1,1,0.9938921,1.8565634
200965,2,180920,180920,3,1,1,2,26,3,U,2,26,,3,2,1,1, , , ,1, ,,2,2,2,2,2, ,1,1,2,2,1,9,9,3,3,3,1,1, , , , , , , ,2,2,2,2, , , , ,2,3,1,2,2,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,3,2, ,3,1,4,2,2,1,1,4, , , , , , ,2,32,8,2,1,1, ,12, , ,6,9,1,2, , ,2,4,5,5,2,2,2, , ,1,1,1,9,0.8956541,1.0263823
200969,2,180920,180920,2,1,1,2,17,3,S,2,17,,3,1,2,1, , , ,2, ,,2,2,2,2,2, ,2,1,2,1,1,1, , , , , , ,1,2,1,1,1,2,2, , , , ,2,2,2,2,4,2,3,5,1, , , ,2,2, , ,2,2, ,2, ,2,1,1,1, ,2,1,2,1,1, ,3, ,2,2,1,4,1,8,1,1,4,1,9, , , , ,2,70,4,2,1,1, ,11,2, ,6,4,1,2, , ,2,5,5,5,2,2,2, , ,2,0,1,9,1.1832767,0.9274297
